time,pm1,pm2,pm10
11:00:15,16,2,2
11:00:16,14,8,13
11:00:17,18,11,6
11:00:18,17,20,2
11:00:19,0,12,9
11:00:20,1,16,18
11:00:21,12,4,20
17:11:03,7,0,12
17:11:04,15,10,15
17:11:05,16,12,14
17:11:06,13,12,20
17:11:07,9,17,10
17:11:08,1,17,5
17:11:09,3,9,12
17:11:10,2,16,13
17:11:11,6,3,11
17:11:12,10,18,13
17:11:13,19,13,18
17:11:14,7,16,15
17:11:15,18,19,14
17:11:16,3,10,18
17:11:17,1,14,12
17:11:18,10,10,13
17:11:19,20,1,2
17:11:20,9,19,8
17:11:21,17,15,13
17:11:22,19,6,17
17:11:23,7,11,14
17:11:24,14,18,6
17:11:25,10,3,15
17:11:26,2,3,10
17:11:27,9,16,14
17:11:28,8,12,20
17:11:29,18,11,6
17:11:30,12,10,20
17:11:31,10,6,17
17:11:32,15,17,19
17:11:33,11,14,13
17:11:34,15,8,10
17:11:35,5,0,1
17:11:36,5,13,14
17:11:37,17,4,13
17:11:38,18,4,1
17:11:39,12,11,3
17:11:40,9,17,7
17:11:41,18,0,13
17:11:42,6,10,19
17:11:43,4,11,8
17:11:44,4,17,18
17:11:45,14,2,9
17:11:46,10,4,8
17:11:47,16,15,10
17:11:48,3,6,15
17:11:49,14,8,13
17:11:50,9,3,1
17:11:51,9,3,4
17:11:52,17,11,18
17:11:53,7,18,17
17:11:54,0,6,4
17:11:55,7,15,8
17:11:56,4,20,8
17:11:57,3,10,15
17:11:58,15,18,7
17:11:59,8,5,9
17:12:00,0,19,18
17:12:01,20,3,17
17:12:02,12,16,14
17:12:03,6,19,5
17:12:04,6,12,4
17:12:05,17,20,1
17:12:06,4,6,19
17:12:07,10,4,1
17:12:08,4,6,15
17:12:09,10,10,1
17:12:10,8,1,7
17:12:11,2,20,3
17:12:12,6,15,16
17:12:13,5,4,0
17:12:14,3,0,15
17:12:15,17,3,4
17:12:16,11,2,14
17:12:17,20,3,9
17:12:18,0,7,18
17:12:19,20,19,8
17:12:20,6,9,9
17:12:21,9,4,3
17:12:22,15,7,7
17:12:23,6,19,17
17:12:24,5,6,11
17:12:25,17,11,8
17:12:26,19,16,7
17:12:27,1,12,13
17:12:28,14,16,17
17:12:29,7,5,16
17:12:30,1,14,15
17:12:31,15,17,14
17:12:32,8,13,4
17:12:33,18,6,17
17:12:34,7,17,9
17:12:35,5,4,13
17:12:36,5,19,7
17:12:37,20,2,17
17:12:38,0,7,13
17:12:39,15,2,19
17:12:40,3,20,15
17:12:41,11,7,2
17:12:42,13,19,12
17:12:43,2,9,5
17:12:44,6,0,10
17:12:45,4,4,0
17:12:46,12,19,5
17:12:47,20,5,11
17:12:48,1,10,2
17:12:49,5,20,7
17:12:50,20,7,11
17:12:51,9,9,0
17:12:52,18,16,11
17:12:53,18,15,5
17:12:54,15,17,0
17:12:55,19,1,4
17:12:56,12,1,7
17:12:57,19,8,13
17:12:58,9,11,8
17:12:59,15,4,20
17:13:00,5,19,5
17:13:01,12,12,13
17:13:02,9,7,7
17:13:03,4,8,9
17:13:04,18,14,0
17:13:05,8,4,20
17:13:06,9,2,0
17:13:07,14,20,11
17:13:08,14,3,2
17:13:09,2,6,8
17:13:10,11,12,3
17:13:11,12,5,19
17:13:12,10,11,18
17:13:13,6,19,1
17:13:14,10,1,18
17:13:15,1,10,19
17:13:17,3,18,5
17:13:18,16,19,7
17:13:19,16,6,8
17:13:20,0,10,5
17:13:21,9,14,4
17:13:22,6,12,5
17:13:23,15,4,18
17:13:24,4,6,3
17:13:25,11,20,7
17:13:26,5,18,3
17:13:27,18,12,16
17:13:28,20,13,9
17:13:29,12,13,16
17:13:30,11,13,3
17:13:31,6,3,3
17:13:32,13,11,0
17:13:33,0,18,3
17:13:34,7,0,16
17:13:35,7,5,5
17:13:36,20,1,17
17:13:37,3,8,15
17:13:38,0,18,16
17:13:39,3,8,16
17:13:40,6,1,5
17:13:41,2,15,3
17:13:42,7,1,4
17:13:43,18,19,13
17:13:44,8,1,4
17:13:45,6,5,18
17:13:46,20,10,13
17:13:47,0,14,18
17:13:48,13,13,14
17:13:49,14,11,4
17:13:50,1,4,18
17:13:51,12,0,6
17:13:52,19,7,10
17:13:53,4,7,12
17:13:54,10,6,18
17:13:55,6,17,8
17:13:56,1,7,17
17:13:57,3,17,2
17:13:58,4,5,13
17:13:59,3,2,17
17:14:00,5,5,6
17:14:01,6,1,5
17:14:02,17,19,0
17:14:03,0,12,0
17:14:04,17,1,1
17:14:05,5,18,5
17:14:06,14,14,1
17:14:07,0,12,1
17:14:08,1,10,7
17:14:09,16,12,9
17:14:10,11,18,6
17:14:11,16,8,0
17:14:12,1,2,0
17:14:13,19,2,2
17:14:14,7,18,2
17:14:15,13,10,3
17:14:16,15,9,14
17:14:17,9,11,20
17:14:18,17,14,3
17:14:19,10,13,17
17:14:20,0,20,16
17:14:21,20,11,7
17:14:22,2,13,11
17:14:23,5,20,5
17:14:24,7,13,19
17:14:25,0,9,0
17:14:26,4,3,8
17:14:27,11,16,15
17:14:28,12,17,14
17:14:29,1,5,6
17:14:30,4,2,10
17:14:31,3,2,17
17:14:32,9,13,1
17:14:33,6,3,15
17:14:34,17,8,3
17:14:35,0,15,2
17:14:36,9,14,10
17:14:37,15,19,7
17:14:38,16,19,10
17:14:39,16,8,0
17:14:40,9,1,9
17:14:41,16,1,6
17:14:42,10,0,17
17:14:43,4,12,9
17:14:44,7,0,20
17:14:45,3,15,10
17:14:46,1,16,7
17:14:47,11,17,8
17:14:48,15,2,2
17:14:49,10,1,14
17:14:50,4,12,8
17:14:51,14,17,10
17:14:52,12,11,4
17:14:53,14,5,14
17:14:54,3,4,7
17:14:55,19,12,14
17:14:56,13,12,11
17:14:57,19,19,3
17:14:58,13,3,13
17:14:59,1,0,6
17:15:00,2,11,5
17:15:01,2,13,3
17:15:02,6,10,0
17:15:03,17,13,20
17:15:04,5,17,5
17:15:05,10,6,2
17:15:06,6,16,8
17:15:07,17,6,4
17:15:08,4,10,10
17:15:09,6,4,9
17:15:10,16,16,5
17:15:11,5,16,0
17:15:12,8,17,10
17:15:13,11,0,0
17:15:14,11,6,7
17:15:15,14,1,9
17:15:16,20,3,8
17:15:17,5,11,15
17:15:18,5,6,2
17:15:19,17,0,0
17:15:20,17,14,2
17:15:21,10,9,14
17:15:22,6,7,14
17:15:23,6,11,15
17:15:24,8,8,15
17:15:25,18,3,9
17:15:26,4,17,17
17:15:27,7,16,0
17:15:28,19,1,1
17:15:29,3,5,20
17:15:30,2,1,15
17:15:31,9,18,16
17:15:32,3,20,18
17:15:33,17,3,11
17:15:34,2,6,13
17:15:35,18,16,3
17:15:36,4,9,6
17:15:37,19,18,11
17:15:38,12,14,3
17:15:39,3,19,20
17:15:40,11,16,10
17:15:41,11,15,8
17:15:42,4,6,2
17:15:43,13,0,3
17:15:44,6,9,13
17:15:45,4,13,15
17:15:46,2,10,17
17:15:47,4,17,6
17:15:48,16,10,6
17:15:49,6,16,6
17:15:50,11,13,5
17:15:51,13,1,7
17:15:52,16,18,1
17:15:53,15,6,2
17:15:54,16,17,11
17:15:55,16,14,16
17:15:56,19,12,13
17:15:57,8,2,18
17:15:58,14,20,0
17:15:59,11,11,10
17:16:00,14,4,4
17:16:01,19,10,8
17:16:02,17,9,20
17:16:03,10,4,20
17:16:04,19,5,3
17:16:05,9,11,12
17:16:06,8,2,10
17:16:07,9,11,13
17:16:08,14,13,17
17:16:09,7,11,7
17:16:10,19,17,1
17:16:11,10,0,12
17:16:12,7,1,8
17:16:13,5,4,5
17:16:14,6,2,5
17:16:15,5,12,19
17:16:16,13,17,2
17:16:17,9,7,9
17:16:18,1,1,1
17:16:19,13,20,8
17:16:20,17,17,2
17:16:21,9,2,5
17:16:22,10,19,11
17:16:23,14,19,9
17:16:24,10,0,7
17:16:25,1,2,4
17:16:26,16,17,14
17:16:27,10,4,7
17:16:28,11,8,5
17:16:29,17,5,5
17:16:30,15,8,8
17:16:31,0,14,16
17:16:32,7,1,7
17:16:33,19,13,6
17:16:34,20,4,17
17:16:35,8,18,0
17:16:36,2,14,13
17:16:37,4,11,6
17:16:38,12,7,5
17:16:39,5,3,7
17:16:40,17,8,5
17:16:41,0,10,0
17:16:42,3,12,19
17:16:43,11,11,16
17:16:44,4,14,17
17:16:45,19,2,17
17:16:46,10,5,16
17:16:47,2,14,3
17:16:48,15,13,10
17:16:49,8,0,16
17:16:50,4,3,15
17:16:51,3,7,14
17:16:52,16,1,8
17:16:53,17,19,15
17:16:54,12,18,20
17:16:55,9,13,0
17:16:56,7,7,0
17:16:57,5,18,2
17:16:58,3,4,8
17:16:59,12,0,3
17:17:00,3,8,15
17:17:01,10,7,12
17:17:02,8,0,4
17:17:03,11,16,0
17:17:04,3,18,20
17:17:05,5,18,20
17:17:06,13,10,2
17:17:07,5,16,14
17:17:08,18,18,9
17:17:09,16,14,9
17:17:10,3,1,1
17:17:11,0,1,5
17:17:12,16,1,20
17:17:13,14,11,0
17:17:14,4,10,14
17:17:15,0,5,4
17:17:16,7,2,9
17:17:17,20,15,20
17:17:18,19,15,10
17:17:19,10,11,13
17:17:20,16,19,10
17:17:21,5,12,10
17:17:22,4,19,11
17:17:23,20,6,0
17:17:24,3,7,3
17:17:25,12,10,14
17:17:26,6,1,10
17:17:27,15,12,16
17:17:28,6,10,2
17:17:29,19,14,6
17:17:30,6,19,19
17:17:31,8,8,3
17:17:32,12,18,13
17:17:33,17,11,15
17:17:34,15,8,20
17:17:35,6,19,10
17:17:36,18,5,3
17:17:37,18,14,11
17:17:38,1,8,12
17:17:39,4,1,9
17:17:40,0,2,17
17:17:41,19,17,19
17:17:42,9,15,8
17:17:43,2,9,13
17:17:44,6,8,12
17:17:45,18,20,7
17:17:46,9,14,17
17:17:47,14,13,8
17:17:48,4,4,7
17:17:49,10,3,3
17:17:50,10,20,18
17:17:51,4,19,3
17:17:52,1,17,6
17:17:53,13,20,1
17:17:54,2,13,20
17:17:55,1,0,13
17:17:56,18,17,4
17:17:57,16,4,16
17:17:58,16,1,19
17:17:59,14,7,6
17:18:00,14,11,17
17:18:01,1,20,19
17:18:02,7,0,14
17:18:03,18,20,5
17:18:04,8,17,6
17:18:05,16,19,6
17:18:06,14,0,3
17:18:07,6,4,18
17:18:08,9,12,12
17:18:09,9,1,5
17:18:10,5,15,18
17:18:11,17,7,0
17:18:12,19,4,14
17:18:13,13,2,4
17:18:14,7,6,12
17:18:15,7,18,15
17:18:16,17,11,16
17:18:17,12,5,2
17:18:18,10,14,19
17:18:19,17,6,12
17:18:20,6,4,18
17:18:21,10,0,14
17:18:22,11,9,9
17:18:23,1,7,11
17:18:24,3,20,1
17:18:25,6,2,17
17:18:26,2,4,17
17:18:27,3,1,17
17:18:28,9,15,7
17:18:29,16,7,5
17:18:30,20,14,11
17:18:31,13,6,0
17:18:32,8,0,9
17:18:33,10,6,20
17:18:34,20,17,6
17:18:35,18,4,17
17:18:36,14,10,5
17:18:37,8,11,15
17:18:38,5,10,3
17:18:39,4,18,18
17:18:40,20,10,3
17:18:41,15,13,8
17:18:42,9,9,10
17:18:43,18,5,0
17:18:44,4,5,16
17:18:45,12,13,12
17:18:46,13,13,1
17:18:47,9,3,8
17:18:48,8,3,4
17:18:49,11,0,20
17:18:50,4,3,15
17:18:51,18,9,8
17:18:52,14,0,4
17:18:53,4,3,8
17:18:54,1,4,2
17:18:55,10,10,16
17:18:56,7,16,20
17:18:57,17,13,20
17:18:59,17,19,20
17:19:00,13,7,11
17:19:01,0,13,0
17:19:02,9,4,17
17:19:03,4,1,15
17:19:04,19,14,6
17:19:05,6,9,4
17:19:06,1,12,4
17:19:07,12,10,17
17:19:08,14,19,0
17:19:09,13,0,4
17:19:10,15,8,16
17:19:11,3,3,12
17:19:12,10,4,6
17:19:13,4,6,16
17:19:14,7,19,0
17:19:15,20,1,7
17:19:16,20,17,8
17:19:17,1,20,14
17:19:18,3,0,16
17:19:19,0,9,9
17:19:20,1,20,9
17:19:21,8,4,4
17:19:22,3,0,5
17:19:23,1,7,19
17:19:24,19,6,17
17:19:25,6,0,11
17:19:26,4,2,16
17:19:27,20,8,18
17:19:28,9,11,0
17:19:29,5,14,11
17:19:30,20,12,9
17:19:31,9,1,1
17:19:32,8,9,19
17:19:33,18,13,20
17:19:34,5,16,7
17:19:35,2,4,3
17:19:36,4,11,2
17:19:37,14,12,10
17:19:38,4,7,17
17:19:39,6,15,18
17:19:40,18,4,13
17:19:41,17,5,10
17:19:42,14,1,1
17:19:43,15,7,0
17:19:44,9,7,1
17:19:45,16,13,6
17:19:46,13,18,15
17:19:47,0,8,13
17:19:48,5,10,3
17:19:49,11,12,1
17:19:50,18,15,12
17:19:51,1,14,10
17:19:52,4,8,17
17:19:53,18,11,5
17:19:54,20,14,14
17:19:55,8,6,10
17:19:56,0,2,1
17:19:57,4,16,9
17:19:58,13,7,4
17:19:59,11,20,11
17:20:00,12,5,12
17:20:01,2,2,4
17:20:02,12,0,4
17:20:03,9,12,15
17:20:04,1,3,13
17:20:05,8,7,16
17:20:06,19,3,14
17:20:07,12,14,19
17:20:08,1,15,13
17:20:09,6,12,0
17:20:10,17,17,15
17:20:11,7,14,17
17:20:12,17,8,20
17:20:13,5,14,0
17:20:14,13,7,1
17:20:15,12,7,7
17:20:16,13,13,0
17:20:17,19,0,7
17:20:18,12,13,15
17:20:19,17,10,13
17:20:20,8,15,15
17:20:21,19,14,15
17:20:22,19,17,14
17:20:23,3,17,17
17:20:24,6,20,13
17:20:25,18,19,19
17:20:26,12,14,7
17:20:27,11,10,2
17:20:28,17,5,12
17:20:29,19,13,8
17:20:30,11,2,1
17:20:31,5,9,19
17:20:32,12,9,3
17:20:33,0,2,1
17:20:34,15,16,4
17:20:35,10,13,18
17:20:36,6,15,6
17:20:37,6,14,11
17:20:38,11,10,9
17:20:39,11,2,13
17:20:40,18,7,18
17:20:41,10,13,3
17:20:42,7,18,3
17:20:43,9,7,17
17:20:44,20,13,4
17:20:45,8,18,15
17:20:46,1,14,20
17:20:47,4,17,15
17:20:48,13,14,5
17:20:49,13,11,3
17:20:50,16,3,6
17:20:51,2,10,15
17:20:52,12,5,1
17:20:53,15,11,20
17:20:54,18,3,16
17:20:55,11,9,10
17:20:56,18,7,13
17:20:57,20,12,5
17:20:58,3,5,14
17:20:59,8,9,20
17:21:00,3,18,18
17:21:01,6,2,10
17:21:02,14,0,0
17:21:03,14,4,20
17:21:04,1,11,16
17:21:05,14,1,0
17:21:06,13,15,15
17:21:07,7,3,4
17:21:08,2,0,20
17:21:09,20,2,13
17:21:10,20,6,20
17:21:11,18,15,16
17:21:12,6,4,11
17:21:13,14,2,9
17:21:14,15,7,11
17:21:15,6,8,15
17:21:16,7,13,0
17:21:17,0,6,18
17:21:18,19,17,14
17:21:19,0,4,3
17:21:20,19,2,2
17:21:21,9,10,12
17:21:22,17,12,16
17:21:23,7,9,16
17:21:24,4,9,3
17:21:25,13,10,5
17:21:26,0,6,1
17:21:27,20,5,11
17:21:28,18,2,12
17:21:29,0,4,9
17:21:30,15,19,8
17:21:31,7,8,11
17:21:32,11,20,19
17:21:33,19,16,6
17:21:34,2,14,2
17:21:35,19,7,11
17:21:36,14,14,13
17:21:37,19,17,11
17:21:38,18,10,0
17:21:39,7,14,9
17:21:40,11,14,6
17:21:41,0,13,14
17:21:42,13,16,14
17:21:43,11,15,9
17:21:44,10,0,7
17:21:45,0,6,2
17:21:46,19,9,7
17:21:47,3,11,18
17:21:48,4,20,11
17:21:49,14,16,17
17:21:50,2,7,5
17:21:51,14,0,13
17:21:52,6,15,8
17:21:53,11,16,15
17:21:54,17,11,5
17:21:55,11,8,20
17:21:56,16,8,12
17:21:57,19,17,4
17:21:58,5,9,2
17:21:59,13,12,2
17:22:00,15,3,5
17:22:01,12,5,11
17:22:02,5,4,2
17:22:03,19,10,15
17:22:04,6,0,15
17:22:05,2,17,17
17:22:06,14,7,12
17:22:07,18,17,7
17:22:08,0,12,11
17:22:09,7,20,6
17:22:10,13,2,9
17:22:11,17,20,11
17:22:12,15,0,11
17:22:13,20,17,7
17:22:14,17,18,16
17:22:15,18,6,7
17:22:16,15,16,10
17:22:17,16,3,1
17:22:18,8,4,16
17:22:19,3,12,16
17:22:20,5,11,10
17:22:21,4,2,5
17:22:22,17,20,16
17:22:23,13,14,2
17:22:24,14,11,0
17:22:25,11,6,11
17:22:26,9,10,16
17:22:27,17,12,9
17:22:28,17,0,1
17:22:29,8,9,0
17:22:30,20,5,17
17:22:31,11,7,13
17:22:32,15,8,15
17:22:33,10,1,14
17:22:34,17,13,7
17:22:35,12,17,9
17:22:36,0,14,20
17:22:37,0,3,9
17:22:38,1,15,12
17:22:39,0,19,12
17:22:40,15,3,16
17:22:41,1,18,6
17:22:42,4,5,15
17:22:43,19,11,3
17:22:44,2,9,11
17:22:45,8,16,16
17:22:46,6,19,0
17:22:47,12,15,2
17:22:48,7,16,0
17:22:49,14,7,13
17:22:50,11,1,10
17:22:51,3,5,13
17:22:52,5,3,3
17:22:53,16,1,20
17:22:54,19,15,16
17:22:55,4,3,1
17:22:56,17,7,6
17:22:57,1,3,5
17:22:58,20,9,8
17:22:59,8,7,10
17:23:00,6,7,8
17:23:01,7,0,9
17:23:02,8,12,15
17:23:03,4,4,14
17:23:04,12,11,6
17:23:05,10,9,1
17:23:06,3,17,0
17:23:07,0,5,8
17:23:08,1,15,0
17:23:09,17,16,18
17:23:10,20,20,16
17:23:11,5,15,10
17:23:12,17,16,5
17:23:13,1,9,1
17:23:14,16,6,20
17:23:15,16,4,11
17:23:16,12,1,7
17:23:17,20,1,5
17:23:18,13,11,2
17:23:19,16,0,15
17:23:20,0,8,14
17:23:21,6,6,10
17:23:22,5,12,4
17:23:23,11,13,7
17:23:24,0,7,9
17:23:25,15,12,2
17:23:26,4,15,8
17:23:27,4,18,14
17:23:28,12,11,6
17:23:29,20,16,10
17:23:30,9,14,16
17:23:31,13,7,5
17:23:32,12,19,3
17:23:33,12,12,1
17:23:34,4,3,6
17:23:35,12,11,5
17:23:36,16,5,9
17:23:37,11,15,17
17:23:38,17,16,1
17:23:39,1,4,2
17:23:40,13,13,7
17:23:41,11,12,10
17:23:42,5,17,9
17:23:43,17,13,7
17:23:44,11,10,7
17:23:45,7,9,11
17:23:46,8,5,7
17:23:47,17,7,17
17:23:48,12,3,11
17:23:49,11,8,9
17:23:50,2,18,1
17:23:51,7,14,4
17:23:52,13,19,15
17:23:53,3,10,15
17:23:54,18,7,7
17:23:55,20,18,9
17:23:56,13,5,12
17:23:57,17,4,8
17:23:58,11,4,0
17:23:59,19,5,8
17:24:00,9,16,11
17:24:01,3,5,0
17:24:02,5,20,16
17:24:03,18,4,4
17:24:04,7,0,19
17:24:05,19,8,20
17:24:06,2,19,5
17:24:07,18,7,0
17:24:08,16,10,17
17:24:09,8,12,5
17:24:10,16,19,5
17:24:11,10,7,6
17:24:12,18,4,9
17:24:13,11,3,12
17:24:14,11,20,1
17:24:15,10,2,13
17:24:16,18,20,17
17:24:17,20,14,11
17:24:18,7,4,12
17:24:19,13,14,7
17:24:20,14,19,14
17:24:21,15,11,5
17:24:22,8,3,11
17:24:23,15,6,10
17:24:24,1,20,14
17:24:25,5,12,19
17:24:26,19,15,20
17:24:27,11,14,7
17:24:28,12,7,6
17:24:29,4,3,8
17:24:30,1,12,1
17:24:31,13,14,11
17:24:32,8,7,17
17:24:33,12,8,16
17:24:34,15,14,15
17:24:35,16,17,10
17:24:36,15,10,3
17:24:37,14,6,10
17:24:38,8,16,16
17:24:39,12,11,3
17:24:40,11,3,15
17:24:41,12,12,1
17:24:42,17,12,5
17:24:43,2,16,1
17:24:44,5,16,5
17:24:45,13,11,4
17:24:46,2,18,9
17:24:47,18,2,7
17:24:48,15,6,14
17:24:49,2,16,10
17:24:50,11,0,14
17:24:51,1,3,12
17:24:52,12,2,19
17:24:53,19,13,5
17:24:54,19,5,19
17:24:55,15,18,12
17:24:56,17,16,8
17:24:57,11,3,17
17:24:58,3,14,14
17:24:59,15,20,10
17:25:00,16,19,3
17:25:01,7,11,20
17:25:02,8,4,19
17:25:03,11,9,11
17:25:05,12,8,8
17:25:06,1,1,18
17:25:07,17,5,6
17:25:08,3,5,19
17:25:09,18,2,3
17:25:10,14,12,19
17:25:11,2,14,14
17:25:12,16,6,0
17:25:13,1,16,13
17:25:14,1,12,19
17:25:15,13,17,0
17:25:16,3,15,14
17:25:17,2,4,9
17:25:18,10,5,3
17:25:19,11,15,11
17:25:20,3,17,13
17:25:21,7,9,12
17:25:22,15,2,16
17:25:23,2,17,0
17:25:24,15,17,12
17:25:25,6,15,8
17:25:26,1,19,17
17:25:27,9,15,13
17:25:28,14,11,16
17:25:29,12,10,6
17:25:30,1,11,2
17:25:31,13,6,2
17:25:32,10,8,5
17:25:33,11,9,9
17:25:34,16,20,17
17:25:35,14,4,11
17:25:36,0,19,17
17:25:37,9,8,7
17:25:38,14,6,7
17:25:39,9,2,16
17:25:40,3,9,10
17:25:41,0,4,7
17:25:42,14,12,5
17:25:43,5,9,0
17:25:44,19,3,8
17:25:45,6,19,12
17:25:46,8,0,5
17:25:47,1,0,13
17:25:48,18,4,9
17:25:49,14,9,10
17:25:50,12,5,19
17:25:51,19,15,9
17:25:52,12,19,7
17:25:53,10,15,19
17:25:54,13,5,15
17:25:55,10,19,20
17:25:56,19,18,18
17:25:57,19,19,18
17:25:58,11,18,5
17:25:59,7,7,16
17:26:00,18,2,17
17:26:01,11,15,0
17:26:02,13,15,7
17:26:03,12,19,16
17:26:04,13,16,8
17:26:05,4,8,16
17:26:06,7,12,18
17:26:07,0,2,3
17:26:08,13,16,4
17:26:09,4,2,17
17:26:10,10,5,16
17:26:11,19,15,20
17:26:12,11,18,5
17:26:13,6,2,12
17:26:14,11,17,17
17:26:15,5,12,6
17:26:16,4,0,18
17:26:17,3,13,16
17:26:18,9,1,2
17:26:19,9,4,4
17:26:20,5,12,2
17:26:21,12,18,8
17:26:22,15,5,9
17:26:23,15,20,9
17:26:24,4,17,3
17:26:25,20,3,20
17:26:26,3,14,15
17:26:27,7,9,19
17:26:28,4,13,9
17:26:29,9,10,4
17:26:30,20,20,2
17:26:31,8,6,11
17:26:32,3,12,19
17:26:33,18,1,15
17:26:34,13,14,20
17:26:35,12,18,3
17:26:36,14,13,14
17:26:37,2,7,6
17:26:38,18,0,0
17:26:39,1,1,2
17:26:40,15,5,5
17:26:41,0,7,19
17:26:42,9,4,6
17:26:43,18,4,8
17:26:44,5,3,0
17:26:45,19,19,3
17:26:46,10,4,20
17:26:47,12,11,16
17:26:48,1,0,14
17:26:49,19,10,8
17:26:50,6,6,5
17:26:51,17,14,11
17:26:52,12,13,20
17:26:53,4,0,19
17:26:54,3,16,18
17:26:55,2,7,20
17:26:56,8,2,4
17:26:57,14,9,20
17:26:58,20,8,6
17:26:59,9,4,20
17:27:00,2,9,17
17:27:01,20,15,12
17:27:02,12,2,7
17:27:03,9,10,20
17:27:04,4,3,16
17:27:05,19,20,9
17:27:06,19,18,18
17:27:07,8,9,2
17:27:08,1,12,2
17:27:09,5,19,5
17:27:10,15,12,17
17:27:11,12,12,13
17:27:12,0,19,4
17:27:13,4,12,20
17:27:14,15,12,0
17:27:15,9,16,7
17:27:16,11,16,17
17:27:17,6,11,6
17:27:18,15,20,19
17:27:19,5,6,6
17:27:20,8,18,14
17:27:21,20,8,19
17:27:22,4,20,18
17:27:23,17,11,7
17:27:24,17,2,3
17:27:25,5,17,12
17:27:26,1,20,5
17:27:27,15,9,10
17:27:28,12,15,7
17:27:29,5,14,7
17:27:30,20,17,5
17:27:31,7,3,4
17:27:32,9,11,11
17:27:33,1,11,3
17:27:34,10,14,9
17:27:35,8,17,2
17:27:36,13,8,15
17:27:37,2,5,0
17:27:38,16,14,18
17:27:39,20,16,19
17:27:40,2,13,9
17:27:41,16,18,7
17:27:42,18,5,19
17:27:43,5,4,7
17:27:44,20,9,8
17:27:45,8,7,12
17:27:46,16,6,20
17:27:47,1,5,7
17:27:48,10,12,4
17:27:49,1,3,20
17:27:50,4,8,6
17:27:51,15,4,17
17:27:52,1,16,1
17:27:53,9,2,12
17:27:54,17,8,13
17:27:55,13,3,2
17:27:56,20,16,16
17:27:57,12,15,15
17:27:58,13,20,2
17:27:59,4,15,11
17:28:00,12,0,12
17:28:01,17,14,20
17:28:02,20,17,0
17:28:03,10,9,9
17:28:04,18,12,13
17:28:05,11,16,19
17:28:06,9,11,3
17:28:07,5,14,19
17:28:08,11,6,8
17:28:09,14,3,5
17:28:10,9,14,17
17:28:11,19,0,10
17:28:12,16,13,9
17:28:13,19,11,15
17:28:14,15,0,0
17:28:15,8,7,7
17:28:16,3,12,0
17:28:17,9,4,17
17:28:18,15,20,17
17:28:19,8,7,19
17:28:20,14,9,0
17:28:21,10,14,18
17:28:22,1,16,15
17:28:23,3,18,13
17:28:24,19,15,2
17:28:25,20,6,20
17:28:26,15,8,19
17:28:27,11,16,17
17:28:28,11,2,10
17:28:29,4,16,17
17:28:30,1,16,10
17:28:31,11,0,15
17:28:32,3,6,7
17:28:33,7,7,3
